protein_id,degree,organism
XP_760501.1,8,Homo sapiens
WP_9135880.1,2,Homo sapiens
NP_3038287.1,1,Homo sapiens
NP_409963.1,6,Homo sapiens
XP_1283493.1,11,Homo sapiens
WP_4841882.1,7,Homo sapiens
ZP_6566780.1,7,Homo sapiens
WP_1651726.1,4,Homo sapiens
NP_4491649.1,9,Homo sapiens
ZP_1750870.1,4,Homo sapiens
AP_3720597.1,3,Homo sapiens
ZP_5787136.1,4,Homo sapiens
RP_7889573.1,8,Homo sapiens
ZP_9296670.1,5,Homo sapiens
AP_767538.1,2,Homo sapiens
WP_4972691.1,7,Homo sapiens
YP_4361663.1,6,Homo sapiens
AP_4110768.1,4,Homo sapiens
XP_1425831.1,3,Homo sapiens
YP_9393960.1,2,Homo sapiens
RP_1981397.1,4,Homo sapiens
ZP_3646434.1,5,Homo sapiens
ZP_862557.1,4,Homo sapiens
RP_8267575.1,3,Homo sapiens
NP_9071541.1,5,Homo sapiens
WP_421199.1,5,Homo sapiens
RP_3929994.1,3,Homo sapiens
WP_2529488.1,4,Homo sapiens
XP_7492053.1,2,Homo sapiens
AP_5213050.1,3,Homo sapiens
ZP_757191.1,4,Homo sapiens
NP_983435.1,3,Homo sapiens
RP_8360768.1,7,Homo sapiens
RP_8088597.1,2,Homo sapiens
AP_869032.1,4,Homo sapiens
YP_3872380.1,3,Homo sapiens
AP_8965465.1,2,Homo sapiens
AP_8499625.1,4,Homo sapiens
XP_4031895.1,8,Homo sapiens
WP_7385880.1,5,Homo sapiens
AP_309720.1,2,Homo sapiens
RP_4090919.1,7,Homo sapiens
NP_3115624.1,3,Homo sapiens
YP_8000171.1,2,Homo sapiens
NP_8383032.1,4,Homo sapiens
YP_7116611.1,1,Homo sapiens
RP_4124537.1,2,Homo sapiens
XP_3131863.1,7,Homo sapiens
YP_3217173.1,2,Homo sapiens
ZP_8151964.1,3,Homo sapiens
XP_3344811.1,4,Homo sapiens
WP_3133932.1,4,Homo sapiens
ZP_1381258.1,1,Homo sapiens
RP_4523475.1,2,Homo sapiens
RP_1083061.1,4,Homo sapiens
AP_9986726.1,1,Homo sapiens
WP_6418653.1,5,Homo sapiens
NP_6500231.1,6,Homo sapiens
YP_5140360.1,2,Homo sapiens
NP_7551062.1,1,Homo sapiens
RP_3647480.1,2,Homo sapiens
ZP_8534320.1,5,Homo sapiens
NP_4628268.1,6,Homo sapiens
RP_587707.1,0,Homo sapiens
ZP_5690938.1,5,Homo sapiens
RP_993150.1,10,Homo sapiens
RP_6606016.1,6,Homo sapiens
ZP_8142153.1,10,Homo sapiens
ZP_9420804.1,5,Homo sapiens
YP_5618358.1,6,Homo sapiens
XP_1625068.1,2,Homo sapiens
RP_3437013.1,10,Homo sapiens
AP_7816492.1,1,Homo sapiens
ZP_2235896.1,2,Homo sapiens
WP_2516738.1,5,Homo sapiens
RP_2432127.1,10,Homo sapiens
WP_2026252.1,3,Homo sapiens
RP_5083926.1,2,Homo sapiens
NP_4434165.1,7,Homo sapiens
XP_1378343.1,4,Homo sapiens
YP_3132115.1,4,Homo sapiens
WP_4144064.1,9,Homo sapiens
XP_6734699.1,4,Homo sapiens
XP_9100317.1,2,Homo sapiens
WP_6136207.1,5,Homo sapiens
RP_3443867.1,5,Homo sapiens
NP_2742800.1,5,Homo sapiens
WP_1758332.1,2,Homo sapiens
NP_9838259.1,3,Homo sapiens
YP_871279.1,1,Homo sapiens
WP_4174999.1,3,Homo sapiens
XP_1688404.1,1,Homo sapiens
AP_8741123.1,5,Homo sapiens
NP_5453374.1,7,Homo sapiens
ZP_9098331.1,7,Homo sapiens
ZP_8771734.1,3,Homo sapiens
YP_2744046.1,2,Homo sapiens
YP_6503679.1,6,Homo sapiens
YP_3863302.1,4,Homo sapiens
NP_2083438.1,2,Homo sapiens
XP_483609.1,2,Homo sapiens
ZP_1963082.1,3,Homo sapiens
ZP_1853313.1,9,Homo sapiens
XP_3581591.1,4,Homo sapiens
XP_5866392.1,5,Homo sapiens
XP_9774961.1,7,Homo sapiens
YP_3144221.1,2,Homo sapiens
NP_5198227.1,5,Homo sapiens
XP_1761342.1,5,Homo sapiens
WP_9308201.1,3,Homo sapiens
YP_5745812.1,4,Homo sapiens
ZP_3016933.1,2,Homo sapiens
WP_7810611.1,4,Homo sapiens
AP_6373672.1,7,Homo sapiens
NP_4986202.1,6,Homo sapiens
AP_9505391.1,6,Homo sapiens
XP_6566751.1,6,Homo sapiens
WP_2527667.1,7,Homo sapiens
WP_6657734.1,7,Homo sapiens
AP_663889.1,9,Homo sapiens
NP_377834.1,7,Homo sapiens
XP_5685056.1,4,Homo sapiens
RP_3994325.1,7,Homo sapiens
ZP_5479105.1,1,Homo sapiens
NP_3344998.1,6,Homo sapiens
NP_2916112.1,4,Homo sapiens
XP_1832141.1,2,Homo sapiens
RP_9324152.1,1,Homo sapiens
AP_8775237.1,4,Homo sapiens
ZP_6234896.1,6,Homo sapiens
ZP_1734461.1,0,Homo sapiens
YP_2987569.1,9,Homo sapiens
AP_4996986.1,2,Homo sapiens
WP_1986522.1,4,Homo sapiens
YP_3219331.1,3,Homo sapiens
RP_7401078.1,5,Homo sapiens
NP_934938.1,3,Homo sapiens
YP_6605134.1,5,Homo sapiens
NP_6572036.1,9,Homo sapiens
YP_4467207.1,2,Homo sapiens
XP_8143732.1,6,Homo sapiens
WP_4249570.1,5,Homo sapiens
NP_1879892.1,3,Homo sapiens
WP_9697010.1,4,Homo sapiens
RP_5618225.1,2,Homo sapiens
ZP_3521103.1,4,Homo sapiens
WP_9678891.1,3,Homo sapiens
AP_8909609.1,5,Homo sapiens
RP_2935309.1,6,Homo sapiens
RP_8500944.1,3,Homo sapiens
ZP_9957812.1,5,Homo sapiens
AP_3058963.1,2,Homo sapiens
RP_3079718.1,3,Homo sapiens
RP_3868553.1,5,Homo sapiens
YP_8777980.1,8,Homo sapiens
XP_9621478.1,3,Homo sapiens
YP_7817753.1,4,Homo sapiens
WP_3576808.1,0,Homo sapiens
ZP_9332418.1,4,Homo sapiens
RP_7017571.1,3,Homo sapiens
ZP_4494203.1,3,Homo sapiens
YP_8696108.1,2,Homo sapiens
RP_5314802.1,3,Homo sapiens
NP_5656452.1,1,Homo sapiens
RP_6965999.1,1,Homo sapiens
YP_7662635.1,3,Homo sapiens
NP_9579622.1,3,Homo sapiens
WP_2962750.1,2,Homo sapiens
AP_7185757.1,7,Homo sapiens
AP_5006526.1,0,Homo sapiens
NP_1355950.1,7,Homo sapiens
YP_3796458.1,4,Homo sapiens
AP_1715270.1,3,Homo sapiens
AP_6545860.1,4,Homo sapiens
YP_6025803.1,3,Homo sapiens
ZP_8231526.1,2,Homo sapiens
XP_484903.1,4,Homo sapiens
AP_9270216.1,1,Homo sapiens
XP_9654634.1,1,Homo sapiens
XP_5621980.1,5,Homo sapiens
NP_5225702.1,4,Homo sapiens
YP_1640710.1,3,Homo sapiens
WP_5883877.1,2,Homo sapiens
WP_6772028.1,5,Homo sapiens
WP_6561202.1,4,Homo sapiens
ZP_4394329.1,2,Homo sapiens
XP_1299728.1,4,Homo sapiens
YP_2059484.1,5,Homo sapiens
ZP_867128.1,4,Homo sapiens
YP_2431774.1,2,Homo sapiens
YP_6177449.1,5,Homo sapiens
ZP_1267498.1,5,Homo sapiens
YP_3891296.1,3,Homo sapiens
AP_7120480.1,3,Homo sapiens
ZP_3933538.1,3,Homo sapiens
NP_9019757.1,5,Homo sapiens
RP_9354326.1,3,Homo sapiens
XP_4507900.1,5,Homo sapiens
ZP_8905348.1,2,Homo sapiens
NP_8133076.1,8,Homo sapiens
YP_1041208.1,8,Homo sapiens
NP_3067381.1,2,Homo sapiens
AP_3214659.1,4,Homo sapiens
XP_7403667.1,3,Homo sapiens
AP_6637932.1,6,Homo sapiens
XP_5707414.1,1,Homo sapiens
YP_6195513.1,5,Homo sapiens
RP_8511603.1,6,Homo sapiens
YP_1753005.1,8,Homo sapiens
ZP_541168.1,3,Homo sapiens
AP_9177805.1,7,Homo sapiens
XP_8988079.1,0,Homo sapiens
ZP_5380156.1,5,Homo sapiens
ZP_8499122.1,6,Homo sapiens
YP_5606126.1,2,Homo sapiens
XP_3030299.1,7,Homo sapiens
NP_5191281.1,5,Homo sapiens
XP_733389.1,7,Homo sapiens
YP_8479482.1,2,Homo sapiens
AP_9864128.1,2,Homo sapiens
AP_6332474.1,9,Homo sapiens
YP_3681311.1,5,Homo sapiens
XP_3883831.1,2,Homo sapiens
WP_5282190.1,6,Homo sapiens
WP_1450093.1,6,Homo sapiens
ZP_8682299.1,4,Homo sapiens
ZP_4575687.1,4,Homo sapiens
YP_5855327.1,4,Homo sapiens
WP_2692440.1,5,Homo sapiens
YP_8968577.1,7,Homo sapiens
NP_2591721.1,7,Homo sapiens
WP_9493019.1,3,Homo sapiens
XP_5095427.1,3,Homo sapiens
ZP_299542.1,5,Homo sapiens
RP_3583802.1,2,Homo sapiens
NP_7481740.1,7,Homo sapiens
AP_5187365.1,1,Homo sapiens
YP_1323045.1,5,Homo sapiens
NP_8395445.1,5,Homo sapiens
YP_2036983.1,7,Homo sapiens
YP_860956.1,2,Homo sapiens
RP_7397881.1,5,Homo sapiens
WP_4457847.1,2,Homo sapiens
XP_599964.1,6,Homo sapiens
XP_3097493.1,4,Homo sapiens
WP_7678729.1,3,Homo sapiens
YP_8494043.1,2,Homo sapiens
XP_3042905.1,3,Homo sapiens
ZP_3528261.1,1,Homo sapiens
WP_8290219.1,3,Homo sapiens
NP_4854417.1,5,Homo sapiens
RP_2727014.1,2,Homo sapiens
WP_6036419.1,2,Homo sapiens
ZP_7413184.1,2,Homo sapiens
AP_5403441.1,7,Homo sapiens
YP_8953143.1,1,Homo sapiens
YP_2748191.1,6,Homo sapiens
RP_6251990.1,3,Homo sapiens
AP_3650985.1,4,Homo sapiens
ZP_8261665.1,2,Homo sapiens
XP_837550.1,6,Homo sapiens
WP_1898954.1,2,Homo sapiens
RP_9271141.1,4,Homo sapiens
WP_2902743.1,6,Homo sapiens
RP_6265706.1,4,Homo sapiens
RP_5946636.1,7,Homo sapiens
ZP_7530747.1,7,Homo sapiens
NP_8928325.1,3,Homo sapiens
RP_7027416.1,4,Homo sapiens
NP_5485201.1,3,Homo sapiens
RP_7460401.1,5,Homo sapiens
NP_1420307.1,5,Homo sapiens
YP_4775431.1,5,Homo sapiens
ZP_7154378.1,2,Homo sapiens
NP_5853670.1,1,Homo sapiens
XP_9402825.1,5,Homo sapiens
AP_4926176.1,8,Homo sapiens
NP_2021792.1,7,Homo sapiens
WP_5854068.1,5,Homo sapiens
ZP_4689716.1,3,Homo sapiens
ZP_9783733.1,6,Homo sapiens
ZP_6163389.1,4,Homo sapiens
XP_8161792.1,9,Homo sapiens
XP_9622467.1,5,Homo sapiens
AP_3335863.1,5,Homo sapiens
ZP_4483030.1,3,Homo sapiens
AP_8702831.1,5,Homo sapiens
AP_2712761.1,5,Homo sapiens
NP_1113071.1,3,Homo sapiens
XP_3375072.1,5,Homo sapiens
YP_4917842.1,4,Homo sapiens
WP_3427786.1,5,Homo sapiens
AP_9673200.1,6,Homo sapiens
NP_6814662.1,2,Homo sapiens
NP_732731.1,1,Homo sapiens
AP_2314826.1,5,Homo sapiens
WP_9005865.1,6,Homo sapiens
WP_9789065.1,0,Homo sapiens
XP_5249387.1,3,Homo sapiens
RP_9969865.1,3,Homo sapiens
XP_7927881.1,6,Homo sapiens
NP_7418898.1,8,Homo sapiens
YP_362199.1,2,Homo sapiens
AP_1237273.1,2,Homo sapiens
NP_7541537.1,4,Homo sapiens
YP_3967293.1,4,Homo sapiens
RP_133734.1,4,Homo sapiens
ZP_2871034.1,2,Homo sapiens
YP_771253.1,3,Homo sapiens
NP_6788304.1,6,Homo sapiens
YP_1106152.1,3,Homo sapiens
ZP_9182420.1,1,Homo sapiens
WP_5726211.1,3,Homo sapiens
ZP_4093767.1,3,Homo sapiens
AP_3925091.1,8,Homo sapiens
YP_7014152.1,4,Homo sapiens
XP_6736393.1,7,Homo sapiens
WP_3789638.1,2,Homo sapiens
YP_7055653.1,0,Homo sapiens
WP_9683663.1,1,Homo sapiens
XP_6332302.1,3,Homo sapiens
RP_9265252.1,2,Homo sapiens
YP_624658.1,4,Homo sapiens
AP_9275526.1,1,Homo sapiens
WP_8208196.1,5,Homo sapiens
AP_3757919.1,5,Homo sapiens
NP_6229877.1,1,Homo sapiens
XP_7242727.1,6,Homo sapiens
AP_2703680.1,4,Homo sapiens
NP_6309774.1,3,Homo sapiens
ZP_958811.1,5,Homo sapiens
NP_3736119.1,3,Homo sapiens
ZP_1767108.1,5,Homo sapiens
ZP_7693548.1,2,Homo sapiens
YP_9113196.1,3,Homo sapiens
NP_7893404.1,4,Homo sapiens
WP_2254327.1,2,Homo sapiens
NP_9638735.1,6,Homo sapiens
YP_4017000.1,5,Homo sapiens
ZP_8273542.1,6,Homo sapiens
AP_1364008.1,2,Homo sapiens
ZP_6556942.1,3,Homo sapiens
RP_7161944.1,5,Homo sapiens
AP_9747720.1,4,Homo sapiens
NP_6157174.1,3,Homo sapiens
RP_6234678.1,3,Homo sapiens
ZP_1665976.1,11,Homo sapiens
WP_4076808.1,6,Homo sapiens
XP_8701462.1,6,Homo sapiens
NP_1653416.1,4,Homo sapiens
ZP_3056156.1,6,Homo sapiens
YP_2381696.1,2,Homo sapiens
WP_1233243.1,3,Homo sapiens
XP_8693188.1,8,Homo sapiens
RP_4657885.1,6,Homo sapiens
AP_5262425.1,4,Homo sapiens
XP_2608963.1,6,Homo sapiens
ZP_5927316.1,3,Homo sapiens
RP_658745.1,2,Homo sapiens
ZP_8682851.1,5,Homo sapiens
XP_2970741.1,3,Homo sapiens
ZP_717423.1,1,Homo sapiens
WP_9125639.1,6,Homo sapiens
XP_1350844.1,2,Homo sapiens
RP_4389361.1,2,Homo sapiens
NP_346889.1,9,Homo sapiens
RP_1565088.1,4,Homo sapiens
RP_6715316.1,1,Homo sapiens
YP_5369262.1,6,Homo sapiens
ZP_4284251.1,6,Homo sapiens
AP_6938163.1,5,Homo sapiens
NP_4375542.1,7,Homo sapiens
YP_1843227.1,5,Homo sapiens
XP_7760064.1,5,Homo sapiens
NP_686470.1,4,Homo sapiens
AP_4074409.1,2,Homo sapiens
XP_277216.1,6,Homo sapiens
AP_2276512.1,4,Homo sapiens
AP_8612270.1,5,Homo sapiens
YP_3344571.1,6,Homo sapiens
RP_9125046.1,4,Homo sapiens
AP_1767690.1,2,Homo sapiens
YP_4519425.1,4,Homo sapiens
AP_7317037.1,4,Homo sapiens
WP_2846153.1,6,Homo sapiens
WP_1204188.1,5,Homo sapiens
WP_7392496.1,1,Homo sapiens
RP_3883112.1,4,Homo sapiens
NP_311463.1,1,Homo sapiens
AP_368602.1,5,Homo sapiens
NP_2494820.1,2,Homo sapiens
XP_5645501.1,6,Homo sapiens
RP_4836912.1,5,Homo sapiens
WP_2607720.1,2,Homo sapiens
NP_8582084.1,5,Homo sapiens
YP_5215011.1,6,Homo sapiens
ZP_9357849.1,3,Homo sapiens
YP_3680885.1,4,Homo sapiens
RP_3503209.1,8,Homo sapiens
NP_3095785.1,4,Homo sapiens
XP_7001013.1,3,Homo sapiens
XP_5818365.1,6,Homo sapiens
NP_8580287.1,10,Homo sapiens
NP_1439083.1,3,Homo sapiens
YP_3803367.1,2,Homo sapiens
NP_3990702.1,3,Homo sapiens
AP_2474151.1,5,Homo sapiens
NP_7701709.1,4,Homo sapiens
AP_1299217.1,4,Homo sapiens
WP_2775877.1,7,Homo sapiens
WP_3049908.1,4,Homo sapiens
NP_2031441.1,3,Homo sapiens
NP_9624338.1,3,Homo sapiens
RP_9645257.1,3,Homo sapiens
RP_5918812.1,3,Homo sapiens
XP_6211053.1,5,Homo sapiens
ZP_942329.1,4,Homo sapiens
RP_7843343.1,4,Homo sapiens
RP_9377584.1,2,Homo sapiens
WP_274588.1,5,Homo sapiens
WP_7736805.1,1,Homo sapiens
RP_1630332.1,4,Homo sapiens
WP_4839023.1,2,Homo sapiens
XP_1133290.1,9,Homo sapiens
RP_6947129.1,3,Homo sapiens
XP_7558136.1,4,Homo sapiens
WP_8970046.1,11,Homo sapiens
NP_4868424.1,10,Homo sapiens
ZP_1358542.1,6,Homo sapiens
AP_7449953.1,5,Homo sapiens
YP_4172091.1,2,Homo sapiens
AP_7514440.1,3,Homo sapiens
AP_1691711.1,3,Homo sapiens
XP_2158721.1,6,Homo sapiens
WP_4757448.1,3,Homo sapiens
NP_4176773.1,7,Homo sapiens
XP_4612121.1,3,Homo sapiens
ZP_7008008.1,4,Homo sapiens
YP_3983337.1,8,Homo sapiens
RP_2263843.1,4,Homo sapiens
WP_7786281.1,3,Homo sapiens
RP_8878570.1,2,Homo sapiens
XP_3577899.1,5,Homo sapiens
AP_9290288.1,4,Homo sapiens
WP_9431137.1,3,Homo sapiens
WP_2186172.1,7,Homo sapiens
NP_3342222.1,9,Homo sapiens
XP_7422933.1,13,Homo sapiens
RP_8777177.1,6,Homo sapiens
NP_3356505.1,5,Homo sapiens
NP_4912056.1,4,Homo sapiens
RP_3876764.1,0,Homo sapiens
WP_4949666.1,2,Homo sapiens
WP_6825630.1,9,Homo sapiens
XP_2292848.1,5,Homo sapiens
ZP_4964912.1,0,Homo sapiens
XP_9457832.1,1,Homo sapiens
XP_4361725.1,6,Homo sapiens
AP_5645636.1,4,Homo sapiens
WP_5352371.1,6,Homo sapiens
WP_174804.1,3,Homo sapiens
RP_3076877.1,2,Homo sapiens
WP_5057107.1,7,Homo sapiens
ZP_3011898.1,6,Homo sapiens
ZP_8975943.1,5,Homo sapiens
XP_7789262.1,6,Homo sapiens
XP_3609163.1,4,Homo sapiens
WP_9855459.1,3,Homo sapiens
WP_2226028.1,1,Homo sapiens
AP_3085032.1,4,Homo sapiens
ZP_3177195.1,3,Homo sapiens
YP_6203807.1,3,Homo sapiens
NP_1176837.1,7,Homo sapiens
NP_5817467.1,0,Homo sapiens
NP_1729040.1,5,Homo sapiens
AP_3763289.1,6,Homo sapiens
ZP_3016596.1,6,Homo sapiens
NP_8066473.1,1,Homo sapiens
XP_6285941.1,5,Homo sapiens
AP_4966940.1,3,Homo sapiens
ZP_9020206.1,9,Homo sapiens
YP_6869552.1,1,Homo sapiens
XP_9154860.1,3,Homo sapiens
XP_3150798.1,4,Homo sapiens
NP_3354992.1,4,Homo sapiens
WP_6369191.1,4,Homo sapiens
ZP_3635443.1,2,Homo sapiens
XP_7414895.1,4,Homo sapiens
WP_6625940.1,7,Homo sapiens
YP_526941.1,2,Homo sapiens
WP_4950224.1,5,Homo sapiens
WP_5606336.1,6,Homo sapiens
XP_2585178.1,5,Homo sapiens
ZP_6479022.1,5,Homo sapiens
NP_5577630.1,5,Homo sapiens
ZP_6388893.1,2,Homo sapiens
RP_2185469.1,5,Homo sapiens
YP_1446365.1,7,Homo sapiens
RP_8975206.1,3,Homo sapiens
RP_6162825.1,3,Homo sapiens
XP_9073541.1,2,Homo sapiens
XP_9490328.1,5,Homo sapiens
XP_527709.1,1,Homo sapiens
YP_8744147.1,3,Homo sapiens
XP_1850866.1,2,Homo sapiens
NP_3877173.1,11,Homo sapiens
ZP_5375463.1,3,Homo sapiens
YP_6471400.1,6,Homo sapiens
NP_5334748.1,5,Homo sapiens
YP_724135.1,2,Homo sapiens
XP_6930707.1,3,Homo sapiens
AP_4845920.1,2,Homo sapiens
XP_5888773.1,5,Homo sapiens
XP_7617475.1,6,Homo sapiens
NP_9322638.1,4,Homo sapiens
YP_6201570.1,3,Homo sapiens
NP_8132304.1,3,Homo sapiens
RP_1876238.1,4,Homo sapiens
YP_5227736.1,7,Homo sapiens
WP_5997162.1,2,Homo sapiens
YP_6608676.1,4,Homo sapiens
RP_2095127.1,4,Homo sapiens
AP_9997442.1,2,Homo sapiens
RP_1135108.1,3,Homo sapiens
RP_578365.1,8,Homo sapiens
ZP_2174242.1,5,Homo sapiens
YP_5332761.1,10,Homo sapiens
YP_5222969.1,5,Homo sapiens
NP_9102006.1,4,Homo sapiens
RP_6656410.1,4,Homo sapiens
AP_5551151.1,0,Homo sapiens
YP_951980.1,8,Homo sapiens
ZP_4120018.1,4,Homo sapiens
ZP_6986608.1,3,Homo sapiens
XP_7558403.1,6,Homo sapiens
YP_4994097.1,5,Homo sapiens
RP_5409068.1,6,Homo sapiens
RP_5056780.1,4,Homo sapiens
RP_4423242.1,3,Homo sapiens
ZP_2971712.1,6,Homo sapiens
ZP_7003538.1,5,Homo sapiens
YP_6917123.1,1,Homo sapiens
ZP_3666568.1,3,Homo sapiens
AP_1892363.1,7,Homo sapiens
WP_877867.1,3,Homo sapiens
XP_3166461.1,6,Homo sapiens
ZP_5856911.1,1,Homo sapiens
AP_1802424.1,7,Homo sapiens
ZP_4275252.1,2,Homo sapiens
YP_8116906.1,8,Homo sapiens
YP_9434909.1,1,Homo sapiens
NP_967838.1,2,Homo sapiens
YP_3187714.1,3,Homo sapiens
ZP_3578192.1,0,Homo sapiens
XP_8956832.1,1,Homo sapiens
YP_9795674.1,2,Homo sapiens
AP_8251656.1,4,Homo sapiens
WP_9410837.1,8,Homo sapiens
XP_4906799.1,2,Homo sapiens
YP_8686625.1,3,Homo sapiens
XP_5359245.1,5,Homo sapiens
YP_7111673.1,3,Homo sapiens
NP_8277039.1,2,Homo sapiens
RP_3103225.1,4,Homo sapiens
RP_5737291.1,5,Homo sapiens
XP_4328316.1,8,Homo sapiens
RP_8172590.1,6,Homo sapiens
WP_6026983.1,3,Homo sapiens
NP_554529.1,3,Homo sapiens
WP_9600374.1,6,Homo sapiens
YP_7361511.1,1,Homo sapiens
ZP_9027811.1,4,Homo sapiens
XP_1000542.1,5,Homo sapiens
AP_4054780.1,2,Homo sapiens
YP_3045759.1,5,Homo sapiens
YP_8783376.1,6,Homo sapiens
NP_161264.1,6,Homo sapiens
RP_2559507.1,8,Homo sapiens
RP_3552097.1,1,Homo sapiens
ZP_7392306.1,5,Homo sapiens
AP_7188727.1,2,Homo sapiens
WP_6102874.1,6,Homo sapiens
XP_5483182.1,5,Homo sapiens
NP_4788827.1,2,Homo sapiens
YP_5892819.1,2,Homo sapiens
ZP_9130672.1,2,Homo sapiens
RP_5487691.1,7,Homo sapiens
NP_3072881.1,1,Homo sapiens
RP_9798597.1,6,Homo sapiens
RP_5911303.1,7,Homo sapiens
ZP_9464532.1,9,Homo sapiens
XP_8659531.1,5,Homo sapiens
RP_617961.1,5,Homo sapiens
XP_1135598.1,3,Homo sapiens
RP_7269158.1,4,Homo sapiens
NP_263944.1,4,Homo sapiens
NP_3122345.1,5,Homo sapiens
